                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                 0.5759,                0.26121,                0.27795,                0.75345,                0.99251,                0.98576,                0.99257,                 0.8132,                0.98944,                0.98263,                0.98885,                0.74963,                0.53194,                0.27464,                 0.2683,                0.71059,             0.00059403,             0.00059403,             0.00059403
                    107,                0.58562,                0.26288,                0.28178,                0.75232,                0.98947,                0.98682,                0.99287,                0.81307,                0.98725,                0.98475,                0.99062,                0.74612,                 0.5421,                0.27967,                0.27354,                0.71075,             0.00059103,             0.00059103,             0.00059103
                    108,                0.56821,                0.25402,                0.27454,                0.75266,                0.98126,                0.98755,                0.99116,                0.81339,                0.97684,                0.98335,                0.98585,                 0.7524,                 0.5157,                0.26896,                0.26557,                0.70756,             0.00058803,             0.00058803,             0.00058803
                    109,                0.55239,                0.24373,                0.26724,                0.74902,                0.98903,                0.98457,                0.99167,                0.81916,                0.98421,                0.97986,                0.98825,                0.75795,                0.51355,                0.25327,                0.26238,                0.70617,             0.00058503,             0.00058503,             0.00058503
                    110,                0.57424,                 0.2675,                0.27782,                0.74947,                0.99005,                  0.989,                0.99345,                0.81514,                0.98534,                0.98429,                0.99081,                0.75262,                 0.5244,                0.28109,                0.26537,                0.70705,             0.00058203,             0.00058203,             0.00058203
                    111,                0.56315,                0.25806,                0.27147,                0.75421,                 0.9924,                0.98822,                0.99219,                0.81608,                0.98824,                0.98405,                 0.9879,                0.75575,                0.52432,                0.26127,                0.26693,                0.70585,             0.00057903,             0.00057903,             0.00057903
                    112,                 0.5738,                0.26442,                 0.2776,                0.75168,                0.99287,                0.98806,                0.99234,                0.81537,                0.99031,                0.98545,                0.98979,                0.75736,                0.52326,                0.26843,                0.26443,                 0.7066,             0.00057603,             0.00057603,             0.00057603
                    113,                 0.5643,                0.25819,                  0.273,                0.75009,                0.98784,                0.98756,                0.99186,                0.81514,                0.98432,                 0.9839,                0.98865,                0.75239,                0.50859,                0.26849,                0.26367,                0.70548,             0.00057303,             0.00057303,             0.00057303
                    114,                0.57757,                0.25951,                 0.2771,                0.74644,                0.99084,                0.98791,                0.99163,                0.81458,                0.98772,                0.98479,                0.99004,                0.75695,                0.53008,                0.26387,                0.27265,                0.70645,             0.00057003,             0.00057003,             0.00057003
                    115,                0.56866,                0.26398,                0.27342,                0.74993,                0.98961,                0.98877,                0.99278,                0.81797,                0.98475,                 0.9848,                0.99076,                0.75801,                0.51312,                 0.2656,                0.25952,                0.70558,             0.00056703,             0.00056703,             0.00056703
                    116,                0.55658,                0.24913,                0.26808,                0.74715,                0.98784,                 0.9892,                0.99286,                0.81696,                0.98267,                0.98506,                0.98789,                0.75491,                0.51082,                  0.264,                0.25883,                0.70375,             0.00056403,             0.00056403,             0.00056403
                    117,                0.56338,                0.25582,                0.27039,                0.75029,                0.99085,                0.98943,                0.99318,                0.81643,                 0.9878,                0.98629,                0.99102,                0.75851,                0.52145,                0.25944,                0.26151,                0.70459,             0.00056103,             0.00056103,             0.00056103
                    118,                0.57411,                0.25798,                 0.2735,                0.74994,                0.99416,                0.98733,                0.99292,                0.81248,                0.98947,                0.98421,                0.99084,                0.75353,                0.52795,                0.27245,                0.26286,                0.70683,             0.00055804,             0.00055804,             0.00055804
                    119,                0.55848,                 0.2533,                0.26883,                0.75035,                 0.9858,                 0.9881,                0.99313,                0.81786,                0.97851,                0.98131,                0.98604,                0.75614,                0.51386,                0.25742,                0.25515,                0.70506,             0.00055504,             0.00055504,             0.00055504
                    120,                0.55471,                0.24748,                0.26629,                0.74724,                0.98741,                0.98458,                0.99206,                0.81641,                0.98326,                0.98183,                0.98798,                0.76199,                0.50793,                0.25496,                0.25316,                0.70417,             0.00055204,             0.00055204,             0.00055204
                    121,                 0.5749,                 0.2569,                0.27652,                0.74912,                0.98864,                0.98496,                0.99198,                0.81256,                0.98559,                0.98182,                0.98867,                0.75226,                0.52817,                 0.2774,                0.26254,                0.70801,             0.00054904,             0.00054904,             0.00054904
                    122,                0.56148,                0.24652,                0.27177,                0.74586,                0.99163,                0.98559,                0.99223,                  0.816,                0.98757,                0.98144,                0.98889,                0.75638,                0.50594,                0.26952,                0.25919,                0.70515,             0.00054604,             0.00054604,             0.00054604
                    123,                0.55402,                0.24763,                0.26756,                0.74801,                0.98998,                0.98749,                0.99235,                0.81757,                0.98628,                 0.9837,                0.98849,                0.75966,                0.50106,                0.25954,                 0.2576,                0.70504,             0.00054304,             0.00054304,             0.00054304
                    124,                0.55497,                 0.2449,                0.26733,                0.74519,                0.99394,                0.98685,                0.99267,                 0.8191,                0.98826,                0.98112,                0.98886,                0.76045,                 0.5007,                0.25655,                0.25344,                0.70403,             0.00054004,             0.00054004,             0.00054004
                    125,                0.55239,                0.23591,                0.26584,                0.75015,                0.99448,                 0.9876,                0.99299,                0.82041,                0.98906,                0.98265,                0.98856,                0.76233,                0.49903,                0.24994,                0.25406,                0.70341,             0.00053704,             0.00053704,             0.00053704
                    126,                0.55569,                0.24822,                0.26743,                0.74878,                0.99197,                0.98726,                0.99253,                0.81686,                0.98676,                0.98203,                0.98762,                0.75738,                0.51535,                0.26667,                0.25786,                0.70532,             0.00053404,             0.00053404,             0.00053404
                    127,                0.55905,                0.24593,                0.26875,                0.74909,                 0.9934,                0.98827,                0.99277,                0.81836,                0.98832,                0.98302,                0.99107,                0.76141,                0.50874,                 0.2555,                0.25485,                0.70566,             0.00053104,             0.00053104,             0.00053104
                    128,                0.55795,                0.24036,                0.26904,                0.74759,                0.98685,                0.98806,                0.99134,                0.81681,                0.98272,                0.98387,                0.98959,                0.76103,                0.50754,                0.25279,                0.25669,                0.70516,             0.00052804,             0.00052804,             0.00052804
                    129,                0.55457,                0.24091,                 0.2672,                0.74882,                0.99029,                0.98845,                0.99248,                0.81856,                0.98776,                0.98584,                0.99158,                0.76042,                0.50468,                0.25801,                0.25802,                 0.7073,             0.00052504,             0.00052504,             0.00052504
                    130,                0.55673,                0.24581,                0.26786,                0.74843,                0.99027,                0.98682,                0.99189,                0.81701,                0.98722,                0.98368,                0.99032,                 0.7603,                 0.5095,                0.25765,                0.25737,                 0.7058,             0.00052204,             0.00052204,             0.00052204
                    131,                0.57395,                0.25157,                0.27427,                0.74772,                0.99217,                0.98715,                0.99193,                0.81553,                 0.9886,                0.98349,                0.98968,                0.75978,                0.51673,                0.25775,                0.26057,                0.70488,             0.00051904,             0.00051904,             0.00051904
                    132,                0.55223,                0.23904,                0.26577,                0.74717,                0.99437,                0.98918,                0.99283,                 0.8198,                0.99129,                0.98604,                0.99066,                0.76275,                0.50088,                0.25066,                0.25444,                0.70407,             0.00051604,             0.00051604,             0.00051604
                    133,                0.54297,                 0.2246,                0.26033,                0.74443,                0.98996,                0.98751,                0.99165,                 0.8206,                0.98692,                0.98437,                0.98862,                0.76391,                0.49841,                0.24216,                0.25266,                0.70171,             0.00051304,             0.00051304,             0.00051304
                    134,                0.54747,                0.24799,                0.26216,                0.74839,                 0.9922,                0.98683,                0.99231,                0.81694,                0.98904,                0.98414,                0.99048,                0.76249,                0.50559,                0.24929,                0.25666,                0.70638,             0.00051004,             0.00051004,             0.00051004
                    135,                0.54169,                0.23955,                 0.2606,                0.74648,                0.99358,                0.98701,                 0.9927,                0.81863,                0.98977,                0.98391,                0.99039,                0.75665,                0.49761,                0.25392,                0.24904,                0.70415,             0.00050704,             0.00050704,             0.00050704
                    136,                0.53928,                0.23216,                0.25902,                0.74524,                0.99035,                0.98753,                0.99174,                0.81739,                0.98725,                0.98442,                0.98838,                0.75956,                0.49879,                  0.242,                0.25054,                0.70296,             0.00050404,             0.00050404,             0.00050404
                    137,                0.54084,                0.23214,                0.26102,                0.74649,                0.99545,                0.98702,                0.99158,                0.81767,                0.99098,                0.98346,                0.98923,                0.76137,                0.50648,                0.24413,                 0.2508,                0.70213,             0.00050104,             0.00050104,             0.00050104
                    138,                0.54932,                0.22864,                 0.2621,                0.74611,                0.99335,                0.98883,                0.99268,                0.82031,                0.99004,                 0.9846,                0.99003,                0.76382,                 0.4914,                0.24695,                0.24588,                  0.703,             0.00049804,             0.00049804,             0.00049804
                    139,                0.54139,                0.23394,                0.26043,                0.74589,                0.99157,                0.98738,                0.99094,                0.81655,                0.98903,                0.98477,                0.98971,                0.75981,                0.49824,                0.24441,                 0.2481,                0.70114,             0.00049504,             0.00049504,             0.00049504
                    140,                0.53961,                0.23044,                0.25814,                0.74406,                0.99415,                 0.9898,                0.99324,                0.82101,                0.99106,                0.98664,                0.99156,                0.76316,                0.49529,                0.24781,                0.24952,                0.70155,             0.00049204,             0.00049204,             0.00049204
                    141,                0.54081,                0.23041,                0.25874,                0.74787,                0.99337,                0.98972,                0.99306,                 0.8211,                0.98926,                0.98551,                0.99011,                0.76595,                0.50416,                0.23958,                0.25072,                0.70229,             0.00048904,             0.00048904,             0.00048904
                    142,                0.55357,                0.24292,                0.26464,                0.74853,                0.99262,                0.98681,                0.99274,                 0.8194,                0.98837,                 0.9826,                0.98897,                0.76622,                 0.5002,                0.25064,                 0.2508,                0.70253,             0.00048604,             0.00048604,             0.00048604
                    143,                0.54457,                0.23338,                0.26232,                0.74665,                 0.9929,                0.98994,                0.99289,                0.81974,                0.98825,                0.98521,                0.98966,                0.76391,                0.49918,                0.24934,                0.24897,                0.70208,             0.00048304,             0.00048304,             0.00048304
                    144,                0.54398,                0.23136,                0.26081,                0.74585,                0.99131,                0.98979,                0.99217,                0.81992,                 0.9885,                0.98718,                   0.99,                0.76342,                 0.4945,                0.24923,                0.24937,                0.70257,             0.00048004,             0.00048004,             0.00048004
                    145,                0.53007,                0.22079,                0.25551,                0.74323,                0.99487,                0.98864,                0.99328,                0.82207,                0.98918,                0.98285,                0.99101,                0.76562,                0.48992,                0.23958,                 0.2443,                0.70205,             0.00047704,             0.00047704,             0.00047704
                    146,                0.54604,                0.23139,                0.26226,                0.74502,                 0.9923,                 0.9893,                0.99323,                0.82137,                0.98729,                0.98459,                0.99001,                0.76157,                0.49786,                0.25422,                0.25331,                0.70313,             0.00047404,             0.00047404,             0.00047404
                    147,                0.54887,                0.23602,                0.26218,                0.74793,                0.99392,                0.98838,                0.99254,                0.81923,                0.98877,                0.98312,                0.98822,                0.76508,                0.50167,                 0.2324,                0.25204,                 0.7022,             0.00047104,             0.00047104,             0.00047104
                    148,                0.54638,                0.22744,                0.26296,                0.74667,                0.99347,                0.98748,                0.99209,                0.82045,                0.98964,                0.98385,                0.98785,                0.76138,                0.49548,                0.24463,                0.25045,                0.70099,             0.00046804,             0.00046804,             0.00046804
                    149,                0.53011,                0.22255,                0.25451,                0.74591,                0.99634,                0.98749,                0.99254,                0.82047,                  0.992,                0.98303,                0.98902,                0.76461,                 0.4889,                0.24148,                 0.2445,                0.70187,             0.00046504,             0.00046504,             0.00046504
                    150,                0.55545,                0.22895,                0.26403,                0.74594,                0.99243,                0.98584,                0.99182,                0.81847,                0.98747,                0.98006,                0.98431,                0.76204,                0.49279,                 0.2407,                 0.2497,                0.70146,             0.00046204,             0.00046204,             0.00046204
                    151,                0.53818,                0.22233,                 0.2563,                0.74716,                0.99363,                0.98594,                0.99262,                 0.8214,                0.99051,                0.98278,                0.98932,                0.76893,                0.47839,                0.22858,                0.23997,                 0.6993,             0.00045904,             0.00045904,             0.00045904
                    152,                0.52922,                0.21686,                0.25332,                0.74425,                0.99147,                0.98722,                0.99158,                0.82162,                0.98787,                0.98359,                0.99035,                 0.7658,                0.48832,                0.22916,                0.24237,                0.69978,             0.00045605,             0.00045605,             0.00045605
                    153,                0.53429,                0.22544,                 0.2551,                0.74369,                0.99376,                0.98744,                 0.9922,                0.82018,                0.99017,                0.98378,                0.99064,                0.76467,                0.48891,                0.23565,                0.24326,                0.70128,             0.00045305,             0.00045305,             0.00045305
                    154,                0.53294,                  0.226,                0.25442,                 0.7423,                 0.9908,                0.98574,                0.99177,                0.82041,                0.98717,                0.98362,                0.98966,                0.76951,                0.48507,                0.22384,                0.24024,                0.69936,             0.00045005,             0.00045005,             0.00045005
                    155,                0.52527,                0.21843,                0.25241,                0.74354,                0.99473,                 0.9852,                0.99225,                0.82226,                0.99209,                0.98258,                0.99051,                0.76728,                0.47761,                0.22967,                0.24142,                0.69867,             0.00044705,             0.00044705,             0.00044705
                    156,                0.53229,                0.21929,                0.25367,                0.74183,                0.99115,                  0.987,                0.99279,                0.82354,                0.98905,                0.98502,                0.99204,                0.76531,                0.48381,                0.23855,                0.24217,                0.70459,             0.00044405,             0.00044405,             0.00044405
                    157,                0.53685,                0.22029,                0.25354,                0.74232,                0.99241,                0.98855,                 0.9927,                0.82146,                0.99073,                0.98684,                0.99218,                 0.7659,                0.49313,                0.23328,                0.24732,                0.70265,             0.00044105,             0.00044105,             0.00044105
                    158,                0.53119,                0.21063,                0.25042,                0.74289,                0.98942,                0.98846,                0.99243,                0.82091,                0.98581,                0.98466,                0.98956,                0.76688,                  0.482,                0.22686,                0.23799,                0.69949,             0.00043805,             0.00043805,             0.00043805
                    159,                0.53143,                0.21313,                0.25226,                0.74472,                0.99128,                0.98658,                0.99279,                0.82125,                0.98974,                0.98501,                0.99208,                0.76668,                0.48954,                0.23463,                0.24608,                0.69953,             0.00043505,             0.00043505,             0.00043505
                    160,                0.52152,                0.21238,                0.24828,                0.74002,                0.99074,                0.98569,                0.99193,                0.82089,                0.98712,                0.98209,                0.98843,                0.77161,                 0.4812,                0.22559,                0.23783,                0.70083,             0.00043205,             0.00043205,             0.00043205
                    161,                0.52703,                 0.2132,                0.25054,                0.74225,                0.99192,                0.98667,                0.99212,                0.82045,                0.98926,                0.98404,                0.99129,                0.76814,                0.48302,                  0.227,                0.24061,                0.69996,             0.00042905,             0.00042905,             0.00042905
                    162,                0.51961,                0.20772,                0.24813,                0.74201,                 0.9902,                 0.9861,                0.99174,                0.82173,                 0.9871,                0.98295,                0.98867,                0.76526,                0.47545,                0.22904,                0.23894,                0.69836,             0.00042605,             0.00042605,             0.00042605
                    163,                0.52378,                0.20886,                 0.2499,                0.74238,                0.99264,                0.98637,                0.99168,                0.82279,                0.98898,                0.98263,                0.98924,                0.76925,                  0.481,                0.22541,                0.23849,                0.69974,             0.00042305,             0.00042305,             0.00042305
                    164,                0.51691,                0.20901,                0.24785,                0.74219,                0.99017,                 0.9856,                0.99118,                0.82137,                0.98763,                0.98306,                0.98844,                0.76928,                0.47867,                0.22425,                0.24049,                0.69941,             0.00042005,             0.00042005,             0.00042005
                    165,                0.51919,                0.21594,                0.24735,                0.74285,                0.99192,                0.98735,                0.99305,                0.82294,                0.98781,                0.98318,                0.98785,                0.77289,                 0.4821,                0.22726,                0.24396,                0.69941,             0.00041705,             0.00041705,             0.00041705
                    166,                0.53418,                0.21901,                0.25434,                0.74323,                0.99066,                0.98656,                0.99199,                0.82088,                 0.9881,                0.98392,                0.98931,                0.76559,                0.48244,                 0.2445,                0.24117,                0.69936,             0.00041405,             0.00041405,             0.00041405
                    167,                0.52187,                0.21273,                0.24845,                0.74176,                0.99132,                0.98585,                0.99121,                 0.8229,                0.98962,                0.98318,                0.99026,                0.76537,                0.47008,                0.23593,                0.23622,                 0.6992,             0.00041105,             0.00041105,             0.00041105
                    168,                 0.5195,                0.21112,                0.24623,                0.74112,                0.99327,                0.98689,                0.99257,                0.82258,                0.98901,                0.98269,                0.98695,                0.76641,                0.47824,                0.24077,                0.23653,                0.69944,             0.00040805,             0.00040805,             0.00040805
                    169,                0.52328,                0.21755,                 0.2491,                0.74261,                0.99385,                0.98592,                0.99088,                0.82256,                0.98925,                0.98193,                0.98691,                0.76587,                 0.4802,                  0.239,                0.23875,                0.69933,             0.00040505,             0.00040505,             0.00040505
                    170,                0.52569,                0.22307,                 0.2482,                0.74246,                0.99086,                0.98579,                0.99266,                0.82239,                 0.9878,                0.98266,                0.99017,                 0.7688,                0.47455,                0.23794,                0.23663,                0.69943,             0.00040205,             0.00040205,             0.00040205
                    171,                0.51536,                0.20821,                0.24417,                0.74334,                0.99149,                0.98679,                0.99263,                0.82317,                0.98791,                0.98313,                0.99031,                0.76864,                0.46795,                0.22124,                 0.2341,                0.69892,             0.00039905,             0.00039905,             0.00039905
                    172,                 0.5068,                 0.2012,                0.24225,                0.74216,                0.99275,                0.98638,                 0.9925,                0.82232,                0.98858,                0.98273,                0.98918,                0.76804,                0.46928,                0.21932,                0.23413,                0.69841,             0.00039605,             0.00039605,             0.00039605
                    173,                0.50601,                0.19218,                0.23929,                0.74059,                0.99433,                0.98629,                0.99269,                0.82397,                0.99004,                0.98264,                0.98875,                0.76949,                 0.4664,                 0.2178,                0.23126,                0.69831,             0.00039305,             0.00039305,             0.00039305
                    174,                0.52343,                0.20347,                0.24801,                0.74566,                0.99302,                0.98714,                 0.9926,                0.82217,                0.98995,                0.98401,                0.98939,                0.76841,                 0.4782,                0.22267,                0.23915,                0.69936,             0.00039005,             0.00039005,             0.00039005
                    175,                0.51604,                0.20511,                0.24523,                0.74064,                0.99509,                 0.9886,                0.99347,                0.82356,                0.99096,                0.98442,                0.98972,                0.76624,                0.46809,                0.22351,                0.23508,                0.69861,             0.00038705,             0.00038705,             0.00038705
                    176,                 0.5101,                0.20026,                0.24487,                0.74222,                0.99345,                0.98851,                0.99285,                0.82392,                0.99037,                0.98538,                0.98959,                0.76713,                0.47219,                0.22724,                0.23499,                 0.6987,             0.00038405,             0.00038405,             0.00038405
                    177,                0.52146,                0.20862,                0.24638,                0.74153,                0.99213,                0.98674,                0.99133,                0.82102,                0.98796,                0.98261,                0.98635,                0.76474,                0.48298,                0.22262,                0.23885,                0.69834,             0.00038105,             0.00038105,             0.00038105
                    178,                0.52535,                0.20963,                0.24917,                0.74008,                0.99195,                0.98677,                0.99198,                 0.8219,                0.98896,                0.98437,                0.98926,                0.76923,                0.47637,                0.21799,                0.23638,                0.69885,             0.00037805,             0.00037805,             0.00037805
                    179,                0.52312,                0.20492,                0.24684,                 0.7427,                0.99092,                0.98567,                0.99162,                0.82231,                0.98877,                0.98372,                 0.9905,                0.76926,                0.46841,                0.22145,                0.23042,                0.69834,             0.00037505,             0.00037505,             0.00037505
                    180,                0.50658,                0.19398,                0.23975,                0.73885,                0.99303,                0.98811,                0.99227,                0.82447,                0.99046,                0.98548,                0.99024,                0.76994,                 0.4569,                0.21502,                0.22516,                0.69727,             0.00037205,             0.00037205,             0.00037205
                    181,                0.49942,                0.19571,                 0.2375,                0.74045,                 0.9964,                 0.9867,                0.99325,                0.82419,                0.99405,                0.98435,                0.99205,                0.77519,                  0.466,                0.21902,                0.23055,                0.69778,             0.00036905,             0.00036905,             0.00036905
                    182,                0.50546,                0.19816,                0.24034,                0.73965,                0.99262,                0.98795,                0.99262,                 0.8243,                0.98795,                0.98318,                0.98606,                0.77163,                0.46439,                0.21567,                 0.2361,                0.69735,             0.00036605,             0.00036605,             0.00036605
                    183,                 0.5101,                0.20028,                0.24217,                0.73998,                0.99191,                 0.9893,                 0.9927,                0.82253,                0.98677,                0.98408,                0.98715,                0.77025,                0.47469,                0.22287,                0.23231,                0.69927,             0.00036305,             0.00036305,             0.00036305
                    184,                0.51514,                0.19832,                0.24369,                0.74222,                0.99037,                0.98918,                0.99278,                0.82336,                0.98784,                0.98657,                0.99137,                0.77428,                0.46654,                0.21325,                0.22866,                0.69809,             0.00036005,             0.00036005,             0.00036005
                    185,                0.50757,                0.19269,                0.23997,                0.74003,                0.98941,                0.98914,                0.99307,                0.82566,                0.98587,                0.98548,                0.99031,                0.77308,                  0.461,                0.21409,                0.22898,                0.69708,             0.00035706,             0.00035706,             0.00035706
                    186,                0.49882,                0.19264,                0.23717,                0.74042,                0.99092,                 0.9877,                0.99209,                0.82396,                0.98838,                0.98509,                0.99068,                0.77353,                0.46064,                0.21627,                0.22931,                0.69722,             0.00035406,             0.00035406,             0.00035406
                    187,                0.50095,                0.19185,                0.23743,                0.73923,                0.99039,                0.98664,                 0.9916,                0.82426,                0.98734,                0.98351,                0.98882,                0.77637,                0.46574,                0.20645,                0.22985,                0.69692,             0.00035106,             0.00035106,             0.00035106
                    188,                0.49289,                0.18869,                0.23393,                0.73887,                0.99173,                0.98876,                0.99319,                0.82483,                0.98813,                0.98514,                0.99016,                0.77642,                0.46212,                0.20731,                0.22907,                0.69687,             0.00034806,             0.00034806,             0.00034806
                    189,                0.50135,                0.19157,                0.23704,                 0.7404,                0.99092,                0.98874,                0.99301,                0.82448,                0.98736,                0.98505,                0.99002,                0.77454,                0.45965,                0.20661,                0.22904,                0.69515,             0.00034506,             0.00034506,             0.00034506
                    190,                0.50201,                0.19234,                0.23746,                0.74033,                0.99346,                0.98988,                0.99286,                0.82533,                0.98935,                0.98569,                0.98751,                0.77326,                0.45813,                 0.2083,                0.22685,                0.69516,             0.00034206,             0.00034206,             0.00034206
                    191,                0.51106,                0.19619,                0.24158,                0.73942,                0.99291,                0.98882,                0.99307,                0.82369,                0.99085,                0.98671,                0.99113,                0.76953,                0.46637,                 0.2222,                 0.2302,                0.69761,             0.00033906,             0.00033906,             0.00033906
                    192,                0.49714,                0.18483,                0.23549,                0.73821,                0.99092,                0.98923,                0.99256,                0.82484,                0.98634,                0.98449,                0.98647,                0.76998,                0.45954,                0.21192,                0.22826,                0.69603,             0.00033606,             0.00033606,             0.00033606
                    193,                0.49327,                0.18867,                0.23363,                0.74109,                0.99026,                0.98845,                0.99236,                0.82459,                0.98773,                0.98582,                0.98917,                0.76975,                 0.4575,                0.21105,                0.22736,                0.69632,             0.00033306,             0.00033306,             0.00033306
                    194,                0.50168,                  0.193,                0.23662,                0.73733,                0.99037,                0.98696,                0.99211,                0.82363,                0.98681,                0.98328,                0.98734,                0.76602,                0.45838,                 0.2183,                0.22741,                0.69736,             0.00033006,             0.00033006,             0.00033006
                    195,                 0.5002,                0.18749,                0.23749,                0.73836,                0.99365,                0.98845,                0.99297,                0.82537,                 0.9895,                0.98424,                0.98799,                0.77159,                0.45655,                0.20903,                0.22514,                0.69621,             0.00032706,             0.00032706,             0.00032706
                    196,                0.49238,                0.18555,                0.23296,                0.74052,                0.99332,                0.98767,                0.99149,                0.82445,                0.99075,                0.98504,                  0.988,                0.77431,                0.45462,                0.20527,                0.22408,                0.69561,             0.00032406,             0.00032406,             0.00032406
                    197,                0.48865,                0.18345,                0.23187,                0.73821,                0.99061,                0.98745,                0.99129,                0.82388,                0.98807,                0.98482,                0.98809,                0.77344,                 0.4525,                0.21341,                0.22264,                0.69508,             0.00032106,             0.00032106,             0.00032106
                    198,                0.50178,                0.19563,                0.23637,                0.73739,                0.99068,                0.98852,                0.99239,                0.82398,                0.98661,                0.98431,                0.98697,                0.77116,                0.45763,                0.21468,                 0.2263,                0.69681,             0.00031806,             0.00031806,             0.00031806
                    199,                 0.5018,                0.19361,                 0.2357,                0.74117,                0.99121,                0.98826,                0.99277,                0.82345,                 0.9876,                0.98466,                0.98754,                0.77226,                0.46378,                0.21757,                0.22485,                0.69637,             0.00031506,             0.00031506,             0.00031506
                    200,                0.49788,                0.18968,                0.23457,                0.74003,                0.99393,                0.98644,                0.99291,                0.82462,                0.99082,                0.98328,                0.99145,                0.77294,                0.45446,                0.21437,                 0.2229,                 0.6958,             0.00031206,             0.00031206,             0.00031206
                    201,                0.48996,                0.18117,                0.23215,                0.73824,                0.99276,                0.98653,                 0.9927,                0.82453,                0.98941,                0.98339,                0.99008,                0.77153,                0.45272,                0.20722,                0.22177,                0.69563,             0.00030906,             0.00030906,             0.00030906
                    202,                0.50411,                0.19287,                0.23735,                0.73823,                0.99414,                0.98649,                0.99263,                 0.8242,                0.99001,                0.98231,                0.98878,                0.77074,                0.45223,                0.22028,                0.22367,                0.69674,             0.00030606,             0.00030606,             0.00030606
                    203,                0.50039,                0.18619,                0.23664,                 0.7395,                0.99387,                0.98946,                0.99295,                0.82393,                0.99182,                0.98738,                0.99254,                0.77142,                0.45768,                0.21724,                0.22327,                0.69705,             0.00030306,             0.00030306,             0.00030306
                    204,                0.49432,                0.18402,                0.23339,                 0.7365,                0.99405,                0.98942,                0.99274,                0.82515,                0.99147,                0.98679,                0.99064,                0.77543,                0.45119,                0.20303,                0.21799,                0.69559,             0.00030006,             0.00030006,             0.00030006
                    205,                0.49179,                0.17971,                0.23222,                0.73902,                0.99209,                 0.9872,                0.99258,                  0.825,                0.99002,                0.98522,                0.99095,                0.77757,                0.44847,                0.19932,                0.21772,                0.69494,             0.00029706,             0.00029706,             0.00029706
                    206,                0.49166,                0.17933,                0.23082,                 0.7397,                0.99048,                0.98803,                0.99223,                0.82543,                0.98792,                 0.9854,                0.98897,                0.77473,                0.45202,                0.19932,                0.22158,                0.69485,             0.00029406,             0.00029406,             0.00029406
                    207,                0.49326,                0.18341,                0.23188,                0.73772,                0.99263,                0.98665,                0.99175,                0.82506,                0.99108,                0.98507,                0.99062,                0.77269,                0.45484,                0.20639,                0.22361,                0.69599,             0.00029106,             0.00029106,             0.00029106
                    208,                0.49383,                0.18356,                0.23171,                0.73993,                0.99106,                0.98705,                0.99273,                0.82556,                0.98696,                0.98288,                0.98785,                0.77465,                0.44733,                0.20193,                0.21907,                0.69555,             0.00028806,             0.00028806,             0.00028806
                    209,                0.49217,                0.17684,                0.23071,                0.73653,                0.99325,                0.98805,                0.99296,                0.82587,                0.99115,                0.98595,                0.99213,                0.77444,                0.45089,                0.20752,                0.21973,                0.69599,             0.00028506,             0.00028506,             0.00028506
                    210,                0.48228,                0.17651,                0.22648,                 0.7372,                0.99199,                0.98934,                  0.993,                0.82717,                0.98985,                0.98724,                0.99245,                0.77591,                0.44757,                0.20374,                0.21711,                0.69561,             0.00028206,             0.00028206,             0.00028206
                    211,                0.48905,                0.17932,                0.22921,                 0.7377,                0.99184,                0.98915,                0.99291,                0.82596,                0.98836,                0.98561,                0.98909,                0.77463,                 0.4445,                0.20662,                0.21668,                0.69539,             0.00027906,             0.00027906,             0.00027906
                    212,                0.48524,                0.17441,                0.22817,                0.73758,                0.99438,                0.98866,                0.99222,                0.82634,                0.99018,                0.98445,                0.98763,                0.77702,                 0.4441,                0.20389,                0.21682,                0.69509,             0.00027606,             0.00027606,             0.00027606
                    213,                0.48373,                0.17731,                0.22631,                0.73925,                0.99477,                0.98686,                0.99199,                 0.8261,                0.99113,                0.98317,                0.98781,                0.77604,                0.44275,                0.20545,                0.21843,                0.69452,             0.00027306,             0.00027306,             0.00027306
                    214,                0.48934,                0.17999,                0.22854,                0.73679,                 0.9921,                0.98797,                0.99289,                0.82604,                0.98954,                0.98534,                0.99055,                0.77688,                0.44853,                0.20085,                 0.2195,                0.69471,             0.00027006,             0.00027006,             0.00027006
                    215,                0.48323,                0.17389,                0.22775,                0.73838,                0.99397,                0.98971,                0.99346,                0.82668,                0.98985,                 0.9855,                0.98912,                0.77877,                0.44682,                0.19619,                0.21879,                0.69453,             0.00026706,             0.00026706,             0.00026706
                    216,                0.48048,                0.17179,                0.22452,                0.73703,                0.99309,                 0.9886,                0.99303,                0.82723,                0.98949,                0.98506,                0.99004,                0.77925,                0.44016,                0.19704,                0.21509,                0.69345,             0.00026406,             0.00026406,             0.00026406
                    217,                0.48064,                0.17038,                0.22509,                0.73563,                0.99205,                0.98717,                0.99306,                0.82707,                0.98939,                0.98454,                0.99074,                0.78026,                0.44404,                0.20235,                0.21716,                 0.6939,             0.00026106,             0.00026106,             0.00026106
